title,platform,genre,publisher,vg_score,critic_score,user_score,total_shipped,aisan_sales,north_american_sales,japan_sales,european_sales,global_sales,Production Cost,release_year,Developer_metacritic_game_info,Genre_metacritic_game_info,Metascore_metacritic_game_info,Avg_Userscore_metacritic_game_info,No. of players_metacritic_game_info,releasedate_VGOutput,releasedate_raw,releasedate_quarter,releasedate_link,releasedate_1986-2023,Userscore,component_0,component_1,component_2,component_3,component_4,component_5,component_6,component_7,component_8,component_9,component_10,component_11,component_12,component_13,component_14,component_15,component_16,component_17,component_18,component_19,component_20,component_21,component_22,component_23,component_24,component_25,component_26,component_27,component_28,component_29,component_30,component_31,component_32,component_33,component_34,component_35,component_36,component_37,component_38,component_39,component_40,component_41,component_42,component_43,component_44,component_45,component_46,component_47,component_48,component_49,component_50,component_51,component_52,component_53,component_54,component_55,component_56,component_57,component_58,component_59,component_60,component_61,component_62,component_63,component_64,component_65,component_66,component_67,component_68,component_69,component_70,component_71,component_72,component_73,component_74,component_75,component_76,component_77,component_78,component_79,component_80,component_81,component_82,component_83,component_84,component_85,component_86,component_87,component_88,component_89,component_90,component_91,component_92,component_93,component_94,component_95,component_96,component_97,component_98,component_99
3on3 FreeStyle,PC,Sports,Frontier Developments,6.0,6.0,1.0,291.0,5.42,2.43,2.39,4.32,14.56,5.07,2017,,,,,,,,00:00:00,https://www.google.com/search?q=3on3 FreeStyle PC release date,2017-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 Elements,PC,Puzzle,Sony Computer Entertainment,2.0,8.0,1.0,222.0,3.0,1.77,1.34,0.04,3.2,3.83,2009,,,,,,,,00:00:00,https://www.google.com/search?q=4 Elements PC release date,2008-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 Elements HD,PS,Puzzle,IBM,7.0,1.0,2.0,150.0,3.19,4.69,4.3,3.0,15.18,2.49,2011,,,,,,,,00:00:00,https://www.google.com/search?q=4 Elements HD PS release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 Play Collection Treasure Hunters,PC,Puzzle,Frontier Developments,9.0,3.0,2.0,174.0,3.0,4.8,4.51,0.01,9.33,2.53,2014,,,,,,,,00:00:00,https://www.google.com/search?q=4 Play Collection Treasure Hunters PC release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428 Fuusa Sareta Shibuya de,PS3,Adventure,Omega,4.0,9.0,7.0,96.0,3.0,7.8,0.02,2.71,10.55,4.22,2009,,,,,,,,00:00:00,https://www.google.com/search?q=428 Fuusa Sareta Shibuya de PS3 release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442 FuÃŸball Manager,PC,Sports,Amazon Game Studios,9.0,8.0,10.0,123.0,1.73,6.07,2.02,2.93,12.75,1.4,2002,,,,,,,,00:00:00,https://www.google.com/search?q=442 FuÃŸball Manager PC release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4PM,PC,Adventure,Sony Computer Entertainment,6.5,4.0,10.0,124.0,2.61,2.84,1.02,2.89,9.36,1.2,2014,,,,,,,,00:00:00,https://www.google.com/search?q=4PM PC release date,2014-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4x4 EVO 2,PS2,Racing,Electronic Arts,1.0,8.0,7.0,185.0,4.77,3.27,4.26,4.32,16.62,3.77,2003,,,,,,,,00:00:00,https://www.google.com/search?q=4x4 EVO 2 PS2 release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4x4 EVO 2,PC,Racing,Frontier Developments,4.0,10.0,1.0,243.0,2.76,3.29,5.2,3.72,14.97,3.51,2001,,,,,,,,00:00:00,https://www.google.com/search?q=4x4 EVO 2 PC release date,2001-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4x4 Evolution,PC,Racing,IBM,3.0,6.0,9.0,237.0,3.31,2.64,3.59,1.09,10.63,6.21,2000,,,,,,,,00:00:00,https://www.google.com/search?q=4x4 Evolution PC release date,2000-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4x4 Evolution,PS2,Racing,Sony Computer Entertainment,10.0,9.0,6.0,166.0,3.0,0.16,2.54,0.12,3.14,4.49,2001,,,,,,,,00:00:00,https://www.google.com/search?q=4x4 Evolution PS2 release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4x4 Hummer,PC,Racing,Amazon Game Studios,7.0,10.0,3.0,249.0,2.48,2.76,3.24,4.45,12.93,1.16,2009,,,,,,,,00:00:00,https://www.google.com/search?q=4x4 Hummer PC release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4x4 Jam,PS,Racing,Sony Computer Entertainment,6.0,8.0,8.0,15.0,4.24,5.09,2.14,1.66,13.13,2.49,2015,,,,,,,,00:00:00,https://www.google.com/search?q=4x4 Jam PS release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4X4 World Trophy,PS,Racing,Sony Computer Entertainment,6.0,2.0,9.0,178.0,5.05,3.13,3.88,4.07,16.13,4.09,2000,,,,,,,,00:00:00,https://www.google.com/search?q=4X4 World Trophy PS release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5 Star Racing,PS,Racing,Omega,1.0,1.0,5.0,170.0,3.31,2.22,1.51,5.39,12.43,4.96,2003,,,,,,,,00:00:00,https://www.google.com/search?q=5 Star Racing PS release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50 Cent Blood on the Sand,PS3,Shooter,Amazon Game Studios,6.0,7.2,10.0,83.0,3.0,0.1,0.01,0.06,0.36,2.28,2009,,,,,,,,00:00:00,https://www.google.com/search?q=50 Cent Blood on the Sand PS3 release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60 seconds ,PC,Simulation,Frontier Developments,6.0,8.0,5.0,57.0,4.76,1.69,4.71,5.86,17.02,2.77,2015,,,,,,,,00:00:00,https://www.google.com/search?q=60 seconds  PC release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7 Sins,PC,Simulation,Frontier Developments,6.0,1.0,4.0,29.0,3.4,2.52,3.58,6.19,15.69,6.89,2005,,,,,,,,00:00:00,https://www.google.com/search?q=7 Sins PC release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7 Sins,PS2,Simulation,Frontier Developments,1.0,7.0,10.0,136.0,1.06,1.05,3.5,1.52,7.13,1.14,2005,,,,,,,,00:00:00,https://www.google.com/search?q=7 Sins PS2 release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7 Wonders Treasures of Seven,PC,Puzzle,Frontier Developments,1.0,2.0,9.0,44.0,6.72,3.37,2.49,6.86,19.44,2.59,2008,,,,,,,,00:00:00,https://www.google.com/search?q=7 Wonders Treasures of Seven PC release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7 Wonders Treasures of Seven,DS,Puzzle,Frontier Developments,7.0,4.0,9.0,108.0,3.0,0.01,2.6,0.02,2.66,1.11,2011,,,,,,,,00:00:00,https://www.google.com/search?q=7 Wonders Treasures of Seven DS release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7 Wonders II,PC,Puzzle,Sony Computer Entertainment,5.0,3.0,5.0,289.0,6.38,2.9,2.54,4.82,16.64,5.37,2007,,,,,,,,00:00:00,https://www.google.com/search?q=7 Wonders II PC release date,2007-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7 Wonders of the Ancient World,PS2,Puzzle,Electronic Arts,3.0,10.0,7.0,244.0,7.26,4.34,2.54,3.38,17.52,1.08,2007,,,,,,,,00:00:00,https://www.google.com/search?q=7 Wonders of the Ancient World PS2 release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7 Wonders of the Ancient World,PS,Puzzle,Frontier Developments,1.0,5.4,8.0,193.0,5.2,4.38,3.32,3.2,16.1,3.15,2009,,,,,,,,00:00:00,https://www.google.com/search?q=7 Wonders of the Ancient World PS release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7 Wonders of the Ancient World,PC,Puzzle,Ubisoft,3.0,10.0,7.0,137.0,3.0,2.04,4.76,0.01,6.82,1.61,2007,,,,,,,,00:00:00,https://www.google.com/search?q=7 Wonders of the Ancient World PC release date,2007-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7 Wonders of the Ancient World,DS,Puzzle,Ubisoft,6.0,6.0,2.0,203.0,3.0,0.1,5.16,0.01,5.4,6.98,2007,,,,,,,,00:00:00,https://www.google.com/search?q=7 Wonders of the Ancient World DS release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7th Sector,PS4,Puzzle,Omega,10.0,9.0,7.0,185.0,4.77,3.33,1.64,5.52,15.26,2.62,2020,,,,,,,,00:00:00,https://www.google.com/search?q=7th Sector PS4 release date,2020-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7th Sector,PC,Puzzle,Electronic Arts,9.0,4.0,3.0,264.0,5.35,2.96,1.61,3.76,13.68,6.87,2020,,,,,,,,00:00:00,https://www.google.com/search?q=7th Sector PC release date,2019-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 to Glory The Official Game of the PBR,PS4,Sports,Activision,6.0,1.0,4.0,235.0,3.0,0.03,5.88,2.04,7.99,1.31,2018,,,,,,,,00:00:00,https://www.google.com/search?q=8 to Glory The Official Game of the PBR PS4 release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9 Clues 2 The Ward,PC,Puzzle,Activision,8.0,10.0,5.0,86.0,4.66,1.81,4.77,1.47,12.71,2.45,2015,,,,,,,,00:00:00,https://www.google.com/search?q=9 Clues 2 The Ward PC release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99 no Namida,DS,Adventure,Omega,7.0,8.0,5.0,172.0,3.0,2.41,0.04,6.44,8.93,6.64,2008,,,,,,,,00:00:00,https://www.google.com/search?q=99 no Namida DS release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99 Spirits  Cage of Night,PC,Adventure,IBM,6.0,9.0,8.0,10.0,3.41,6.98,6.0,3.96,20.35,0.01,2014,,,,,,,,00:00:00,https://www.google.com/search?q=99 Spirits  Cage of Night PC release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999 Nine Hours Nine Persons Nine Doors,DS,Adventure,Sony Computer Entertainment,9.0,7.9,4.0,168.0,3.0,0.31,0.03,1.62,2.33,5.08,2010,,,,,,,,00:00:00,https://www.google.com/search?q=999 Nine Hours Nine Persons Nine Doors DS release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A GA,PC,Adventure,Sony Computer Entertainment,1.0,6.0,1.0,88.0,2.86,2.24,1.69,5.82,12.61,1.64,2004,,,,,,,,00:00:00,https://www.google.com/search?q=A GA PC release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A New Beginning,PC,Adventure,Amazon Game Studios,9.0,3.0,8.0,0.11,6.66,1.73,3.96,2.58,14.93,1.7,2012,,,,,,,,00:00:00,https://www.google.com/search?q=A New Beginning PC release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A Plague Tale Innocence,PS4,Board Game,Ubisoft,7.0,5.0,8.0,101.0,5.92,3.44,5.26,3.27,17.89,4.33,2019,,,,,,,,00:00:00,https://www.google.com/search?q=A Plague Tale Innocence PS4 release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A Plague Tale Innocence,PC,Board Game,Frontier Developments,6.0,8.0,1.0,156.0,4.15,4.05,2.22,3.13,13.55,4.82,2019,,,,,,,,00:00:00,https://www.google.com/search?q=A Plague Tale Innocence PC release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A Ressha de Gyoukou 2001,PS2,Simulation,Ubisoft,6.0,8.0,10.0,169.0,3.0,3.94,0.03,2.6,6.6,5.95,2001,,,,,,,,00:00:00,https://www.google.com/search?q=A Ressha de Gyoukou 2001 PS2 release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A Ressha de Ikou DS,DS,Simulation,Electronic Arts,3.0,6.0,2.0,41.0,3.0,4.33,0.04,1.08,5.49,5.56,2009,,,,,,,,00:00:00,https://www.google.com/search?q=A Ressha de Ikou DS DS release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A Train 8,PC,Simulation,Electronic Arts,3.0,7.0,4.0,106.0,4.63,1.48,1.46,6.29,13.86,4.07,2009,,,,,,,,00:00:00,https://www.google.com/search?q=A Train 8 PC release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A Vampyre Story,PC,Adventure,Activision,2.0,8.0,3.0,221.0,3.0,7.98,4.56,0.01,12.57,6.52,2008,,,,,,,,00:00:00,https://www.google.com/search?q=A Vampyre Story PC release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.C.E. Another Centurys Episode,PS2,Simulation,Activision,3.0,8.0,5.0,84.0,3.0,3.53,0.26,3.33,7.38,2.09,2005,,,,,,,,00:00:00,https://www.google.com/search?q=A.C.E. Another Centurys Episode PS2 release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.C.E. Another Centurys Episode 2,PS2,Simulation,Electronic Arts,1.0,2.0,2.0,93.0,3.0,3.01,0.18,4.73,8.1,3.27,2006,,,,,,,,00:00:00,https://www.google.com/search?q=A.C.E. Another Centurys Episode 2 PS2 release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.C.E. Another Centurys Episode 2  Special Vocal Version,PS2,Simulation,Activision,7.0,4.0,10.0,179.0,3.0,4.91,0.01,4.35,9.28,1.16,2007,,,,,,,,00:00:00,https://www.google.com/search?q=A.C.E. Another Centurys Episode 2  Special Vocal Version PS2 release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.C.E. Another Centurys Episode 3 The Final,PS2,Simulation,Sony Computer Entertainment,4.0,1.0,8.0,205.0,3.0,2.42,0.26,5.22,8.16,5.14,2007,,,,,,,,00:00:00,https://www.google.com/search?q=A.C.E. Another Centurys Episode 3 The Final PS2 release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.I.M. Racing,PC,Racing,Omega,9.0,10.0,4.0,119.0,1.04,2.77,1.12,2.56,7.49,3.9,2007,,,,,,,,00:00:00,https://www.google.com/search?q=A.I.M. Racing PC release date,2010-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2 Racer 3,PC,Racing,Frontier Developments,5.0,3.0,5.0,149.0,4.7,4.53,2.22,2.63,14.08,6.82,2000,,,,,,,,00:00:00,https://www.google.com/search?q=A2 Racer 3 PC release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2 Racer III Europa Tour,PS,Racing,Frontier Developments,1.0,5.0,10.0,179.0,7.63,2.51,1.52,4.98,16.64,3.0,2002,,,,,,,,00:00:00,https://www.google.com/search?q=A2 Racer III Europa Tour PS release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A340 500 600,PC,Simulation,Omega,6.0,10.0,5.0,83.0,4.97,2.64,1.49,6.31,15.41,3.56,2006,,,,,,,,00:00:00,https://www.google.com/search?q=A340 500 600 PC release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aa Megami samaa,PS2,Adventure,Frontier Developments,4.0,3.0,3.0,86.0,3.0,2.31,0.01,1.26,3.59,1.1,2007,,,,,,,,00:00:00,https://www.google.com/search?q=Aa Megami samaa PS2 release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aa ojousama ,PC,Adventure,Electronic Arts,7.0,8.0,3.0,281.0,5.74,2.2,1.12,2.22,11.28,1.07,2007,,,,,,,,00:00:00,https://www.google.com/search?q=Aa ojousama  PC release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAA El Videojuego,PS3,Fighting,IBM,8.0,1.0,8.0,204.0,1.91,1.51,3.81,1.92,9.15,4.05,2020,,,,,,,,00:00:00,https://www.google.com/search?q=AAA El Videojuego PS3 release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AaaaaAAaaaAAAaaAAAAaAAAAA  A Reckless Disregard for Gravity,PC,Sports,Frontier Developments,6.0,1.0,7.0,176.0,3.49,4.39,1.53,4.61,14.02,0.01,2009,,,,,,,,00:00:00,https://www.google.com/search?q=AaaaaAAaaaAAAaaAAAAaAAAAA  A Reckless Disregard for Gravity PC release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aargon Deluxe,PC,Puzzle,IBM,6.0,10.0,10.0,158.0,6.11,3.92,5.57,2.62,18.22,3.28,2014,,,,,,,,00:00:00,https://www.google.com/search?q=Aargon Deluxe PC release date,2001-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abandoner,PC,Adventure,Sony Computer Entertainment,3.0,9.0,6.0,157.0,1.65,4.06,4.87,6.84,17.42,1.74,2004,,,,,,,,00:00:00,https://www.google.com/search?q=Abandoner PC release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABC Island,PC,Puzzle,Amazon Game Studios,10.0,1.0,6.0,293.0,2.95,2.7,1.1,3.29,10.04,3.13,2014,,,,,,,,00:00:00,https://www.google.com/search?q=ABC Island PC release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABC Monday Night Football,PC,Sports,Amazon Game Studios,8.0,1.0,7.0,88.0,3.22,5.02,4.21,6.99,19.44,1.26,2012,,,,,,,,00:00:00,https://www.google.com/search?q=ABC Monday Night Football PC release date,1996-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABC Monday Night Football 98,PC,Sports,Omega,2.0,6.0,3.0,175.0,5.49,7.31,2.22,3.35,18.37,1.65,2000,,,,,,,,00:00:00,https://www.google.com/search?q=ABC Monday Night Football 98 PC release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Absolute Drift,PC,Racing,Ubisoft,10.0,6.0,7.0,0.14,7.95,4.42,1.7,1.12,15.19,4.54,2015,,,,,,,,00:00:00,https://www.google.com/search?q=Absolute Drift PC release date,2015-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abundante ,PC,Puzzle,Electronic Arts,9.0,1.0,4.0,174.0,7.05,1.87,1.69,3.59,14.2,3.4,2007,,,,,,,,00:00:00,https://www.google.com/search?q=Abundante  PC release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
