Title,Platform,Genre,Publisher,VGScore,CriticScore,UserScore,TotalShipped,AsianSales,NorthAmericaSales,JapanSales,EuropeSales,GlobalSales,ProductionCost,ReleaseYear_v1,Developer,MultipleGenre,MetaScore,AvgUserScore,NoOfPlayers,releasedate_1986-2023,releasedate_VGOutput,releasedate_raw,ReleaseDate,releasedate_link,ReleaseYear,ReleaseMonth,EndOfMonth,ReleaseQuarter,ReleaseWeekDay,ReleaseWeekend,ReleaseWeek
A.C.E. Another Centurys Episode 2  Special Vocal Version,PS2,Simulation,Activision,7,4,10,179,3,4.91,0.01,4.35,9.28,1.16,2007,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=A.C.E. Another Centurys Episode 2  Special Vocal Version PS2 release date,,,,,,,
A.C.E. Another Centurys Episode 3 The Final,PS2,Simulation,Sony Computer Entertainment,4,1,8,205,3,2.42,0.26,5.22,8.16,5.14,2007,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=A.C.E. Another Centurys Episode 3 The Final PS2 release date,,,,,,,
A.I.M. Racing,PC,Racing,Omega,9,10,4,119,1.04,2.77,1.12,2.56,7.49,3.9,2007,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=A.I.M. Racing PC release date,,,,,,,
A2 Racer 3,PC,Racing,Frontier Developments,5,3,5,149,4.7,4.53,2.22,2.63,14.08,6.82,2000,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=A2 Racer 3 PC release date,,,,,,,
A2 Racer III Europa Tour,PS,Racing,Frontier Developments,1,5,10,179,7.63,2.51,1.52,4.98,16.64,3,2002,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=A2 Racer III Europa Tour PS release date,,,,,,,
A340 500 600,PC,Simulation,Omega,6,10,5,83,4.97,2.64,1.49,6.31,15.41,3.56,2006,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=A340 500 600 PC release date,,,,,,,
Aa Megami samaa,PS2,Adventure,Frontier Developments,4,3,3,86,3,2.31,0.01,1.26,3.59,1.1,2007,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Aa Megami samaa PS2 release date,,,,,,,
Aa ojousama ,PC,Adventure,Electronic Arts,7,8,3,281,5.74,2.2,1.12,2.22,11.28,1.07,2007,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Aa ojousama  PC release date,,,,,,,
AAA El Videojuego,PS3,Fighting,IBM,8,1,8,204,1.91,1.51,3.81,1.92,9.15,4.05,2020,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=AAA El Videojuego PS3 release date,,,,,,,
AaaaaAAaaaAAAaaAAAAaAAAAA  A Reckless Disregard for Gravity,PC,Sports,Frontier Developments,6,1,7,176,3.49,4.39,1.53,4.61,14.02,0.01,2009,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=AaaaaAAaaaAAAaaAAAAaAAAAA  A Reckless Disregard for Gravity PC release date,,,,,,,
Aargon Deluxe,PC,Puzzle,IBM,6,10,10,158,6.11,3.92,5.57,2.62,18.22,3.28,2014,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Aargon Deluxe PC release date,,,,,,,
Abandoner,PC,Adventure,Sony Computer Entertainment,3,9,6,157,1.65,4.06,4.87,6.84,17.42,1.74,2004,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Abandoner PC release date,,,,,,,
ABC Island,PC,Puzzle,Amazon Game Studios,10,1,6,293,2.95,2.7,1.1,3.29,10.04,3.13,2014,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=ABC Island PC release date,,,,,,,
ABC Monday Night Football,PC,Sports,Amazon Game Studios,8,1,7,88,3.22,5.02,4.21,6.99,19.44,1.26,2012,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=ABC Monday Night Football PC release date,,,,,,,
ABC Monday Night Football 98,PC,Sports,Omega,2,6,3,175,5.49,7.31,2.22,3.35,18.37,1.65,2000,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=ABC Monday Night Football 98 PC release date,,,,,,,
Absolute Drift,PC,Racing,Ubisoft,10,6,7,0.14,7.95,4.42,1.7,1.12,15.19,4.54,2015,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Absolute Drift PC release date,,,,,,,
Abundante ,PC,Puzzle,Electronic Arts,9,1,4,174,7.05,1.87,1.69,3.59,14.2,3.4,2007,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Abundante  PC release date,,,,,,,
ABZU,PC,Adventure,Activision,9,8,9,0.58,6.83,1.6,2.48,5.48,16.39,3.75,2016,GiantSquid,Action Adventure;Adventure;General;3D;Third-Person,83,6.9,1,,#N/A,August 2 2016,2/8/2016,https://www.google.com/search?q=ABZU PC release date,2016,8,No,3,2,Weekday,32
ABZU,PS4,Adventure,Electronic Arts,8,7,7,117,3,0.03,4.98,3.98,9.03,3.24,2017,GiantSquid,Fantasy;Action Adventure;Adventure;General;3D;Third-Person,78,7.6,1,,#N/A,August 2 2016,2/8/2016,https://www.google.com/search?q=ABZU PS4 release date,2016,8,No,3,2,Weekday,32
AC 130 Operation Devastation,PC,Simulation,Ubisoft,3,5,6,284,6.76,4.68,3.2,1.05,15.69,4.66,2009,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=AC 130 Operation Devastation PC release date,,,,,,,
ACA NEOGEO 2020 SUPER BASEBALL,PS4,Sports,Amazon Game Studios,7,3,4,79,3.6,4.05,4.88,1.65,14.18,5.79,2017,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=ACA NEOGEO 2020 SUPER BASEBALL PS4 release date,,,,,,,
ACA NEOGEO AERO FIGHTERS 2,PS4,Shooter,Frontier Developments,8,6,7,292,7.73,1.02,1.47,1.26,11.48,3.97,2017,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=ACA NEOGEO AERO FIGHTERS 2 PS4 release date,,,,,,,
ACA NEOGEO ART OF FIGHTING 2,PS4,Fighting,Activision,7,7,9,20,1.29,4.81,1.75,1.05,8.9,1.9,2017,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=ACA NEOGEO ART OF FIGHTING 2 PS4 release date,,,,,,,
ACA NEOGEO FATAL FURY 2,PS4,Fighting,Sony Computer Entertainment,10,3,10,141,3.37,1.33,5.48,1.02,11.2,5.72,2017,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=ACA NEOGEO FATAL FURY 2 PS4 release date,,,,,,,
ACA NEOGEO FATAL FURY 3,PS4,Fighting,Ubisoft,8,8,10,292,1.42,2.85,1.68,5.03,10.98,2.3,2017,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=ACA NEOGEO FATAL FURY 3 PS4 release date,,,,,,,
ACA NEOGEO GALAXY FIGHT UNIVERSAL WARRIORS,PS4,Fighting,Frontier Developments,8,8,1,105,1.33,1.45,2.62,1.66,7.06,3.55,2017,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=ACA NEOGEO GALAXY FIGHT UNIVERSAL WARRIORS PS4 release date,,,,,,,
ACA NEOGEO KARNOVS REVENGE,PS4,Fighting,IBM,7,1,10,162,5.12,2.43,4.87,1.59,14.01,2.86,2017,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=ACA NEOGEO KARNOVS REVENGE PS4 release date,,,,,,,
ACA NEOGEO MAGICAL DROP II,PS4,Puzzle,Omega,9,8,9,238,1.94,2.46,3.15,4.51,12.06,5.87,2017,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=ACA NEOGEO MAGICAL DROP II PS4 release date,,,,,,,
ACA NEOGEO NEO TURF MASTERS,PS4,Sports,Omega,6,4,5,214,5.29,1.37,5.3,1.24,13.2,4.07,2017,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=ACA NEOGEO NEO TURF MASTERS PS4 release date,,,,,,,
ACA NEOGEO PULSTAR,PS4,Shooter,IBM,7,3,6,221,6.6,4.17,2.06,6.44,19.27,1.76,2017,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=ACA NEOGEO PULSTAR PS4 release date,,,,,,,
ACA NEOGEO REAL BOUT FATAL FURY SPECIAL,PS4,Fighting,Amazon Game Studios,8,3,10,180,7.68,1.52,4.79,1.01,15,1.52,2018,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=ACA NEOGEO REAL BOUT FATAL FURY SPECIAL PS4 release date,,,,,,,
ACA NEOGEO SAMURAI SHODOWN,PS4,Fighting,Omega,6,9,5,229,1.07,4.21,4.1,2.71,12.09,4.09,2016,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=ACA NEOGEO SAMURAI SHODOWN PS4 release date,,,,,,,
ACA NEOGEO SAMURAI SHODOWN II,PS4,Fighting,Electronic Arts,6,8,2,124,6.8,2.59,5.92,4.19,19.5,2.83,2017,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=ACA NEOGEO SAMURAI SHODOWN II PS4 release date,,,,,,,
ACA NEOGEO SOCCER BRAWL,PS4,Sports,Electronic Arts,6,6,3,166,6.27,1.44,5.5,1.92,15.13,2.77,2017,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=ACA NEOGEO SOCCER BRAWL PS4 release date,,,,,,,
ACA NEOGEO STAKES WINNER,PS4,Sports,Activision,6,2,6,227,2.72,4.23,1.79,5.39,14.13,4.7,2018,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=ACA NEOGEO STAKES WINNER PS4 release date,,,,,,,
ACA NEOGEO SUPER SIDEKICKS,PS4,Sports,Sony Computer Entertainment,6,1,2,88,6.55,4.13,1.97,1.46,14.11,3.78,2017,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=ACA NEOGEO SUPER SIDEKICKS PS4 release date,,,,,,,
ACA NEOGEO SUPER SIDEKICKS 2,PS4,Sports,Ubisoft,7,5,8,190,3.68,1.07,3.35,2.17,10.27,2.14,2018,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=ACA NEOGEO SUPER SIDEKICKS 2 PS4 release date,,,,,,,
ACA NEOGEO THE KING OF FIGHTERS 95,PS4,Fighting,Activision,6,4,8,136,7.61,3.87,3.95,5.02,20.45,6.74,2017,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=ACA NEOGEO THE KING OF FIGHTERS 95 PS4 release date,,,,,,,
ACA NEOGEO THE LAST BLADE,PS4,Fighting,Sony Computer Entertainment,8,8,6,114,3.26,1.75,5.64,3.18,13.83,5.31,2017,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=ACA NEOGEO THE LAST BLADE PS4 release date,,,,,,,
ACA NEOGEO WORLD HEROES,PS4,Fighting,Ubisoft,6,4,4,1,1.39,2.46,5.23,4.43,13.51,1.33,2017,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=ACA NEOGEO WORLD HEROES PS4 release date,,,,,,,
Accel World Kasoku no Chouten,PS3,Adventure,IBM,8,8,3,157,3,2.77,0.02,2.04,4.85,5.05,2013,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Accel World Kasoku no Chouten PS3 release date,,,,,,,
Acceleration of Suguri X Edition,PS,Fighting,Sony Computer Entertainment,9,2,6,219,4.2,1.68,1.54,5.12,12.54,4.58,2011,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Acceleration of Suguri X Edition PS release date,,,,,,,
Ace Attorney Investigations Miles Edgeworth,DS,Adventure,Sony Computer Entertainment,8.4,7.7,2,12,3,0.23,0.3,0.14,1.37,5.5,2010,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Ace Attorney Investigations Miles Edgeworth DS release date,,,,,,,
Ace Attorney Investigations 2,DS,Adventure,Activision,6,9,1,38,3,3.77,0.26,4.53,8.82,3,2011,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Ace Attorney Investigations 2 DS release date,,,,,,,
Ace Combat Joint Assault,PS,Simulation,Frontier Developments,6,6.9,10,180,1.57,4.12,5.7,3.65,15.04,2.22,2010,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Ace Combat Joint Assault PS release date,,,,,,,
Ace Combat 04 Shattered Skies,PS2,Simulation,Ubisoft,3,8.9,2,2.64,7.17,2.08,5.19,4.79,19.23,3.86,2001,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Ace Combat 04 Shattered Skies PS2 release date,,,,,,,
Ace Combat 3 Electrosphere,PS,Simulation,Omega,7,7.6,9,1.16,5.45,2.77,1.4,2.45,12.07,2.64,2000,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Ace Combat 3 Electrosphere PS release date,,,,,,,
Ace Combat 5 The Unsung War,PS2,Simulation,IBM,3,1,3,1.8,6.55,2.6,5.44,4.79,19.38,1.93,2004,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Ace Combat 5 The Unsung War PS2 release date,,,,,,,
Ace Combat 5 The Unsung War,PS2,Simulation,Frontier Developments,3,8,4,166,3.69,1.46,3.53,2.55,11.23,1.15,2004,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Ace Combat 5 The Unsung War PS2 release date,,,,,,,
Ace Combat 7 Skies Unknown,PC,Shooter,Electronic Arts,6,4,2,197,6.11,2.6,5.27,2.87,16.85,1.71,2019,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Ace Combat 7 Skies Unknown PC release date,,,,,,,
Ace Combat Zero The Belkan War,PS2,Simulation,Amazon Game Studios,7,7.5,4,0.79,7.43,2.45,1.05,1.23,12.16,4.25,2006,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Ace Combat Zero The Belkan War PS2 release date,,,,,,,
Aces of the Air,PS,Simulation,Sony Computer Entertainment,9,5,5,204,7.93,2.99,3.28,1.14,15.34,3.03,2002,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Aces of the Air PS release date,,,,,,,
Aces of the Galaxy,PC,Shooter,Sony Computer Entertainment,1,7.5,9,159,5.58,7.58,1.13,4.85,19.14,3.4,2008,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Aces of the Galaxy PC release date,,,,,,,
Aces of War,PS2,Simulation,Electronic Arts,1,5,7,263,2.07,4.83,2.45,4.09,13.44,5.03,2007,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Aces of War PS2 release date,,,,,,,
Aconcagua,PS,Adventure,Amazon Game Studios,10,9,5,279,7.54,7.44,5.59,2.18,22.75,2.27,2000,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Aconcagua PS release date,,,,,,,
Action Girlz Racing,PC,Racing,Ubisoft,9,8,6,13,5.06,4.84,1.98,5.15,17.03,4.66,2005,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Action Girlz Racing PC release date,,,,,,,
Action Girlz Racing,PS2,Racing,Frontier Developments,6,7,1,62,2.13,1.98,5.94,5.88,15.93,1.91,2005,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Action Girlz Racing PS2 release date,,,,,,,
Active Health with Carol Vorderman,DS,Sports,Sony Computer Entertainment,2,2,8,191,3,1.96,1.46,0.18,3.78,2.98,2009,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Active Health with Carol Vorderman DS release date,,,,,,,
Adams Venture Episode 1 The Search For The Lost Garden,PC,Adventure,Amazon Game Studios,10,5,5,43,3.45,2.51,2.57,5.37,13.9,2.65,2009,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Adams Venture Episode 1 The Search For The Lost Garden PC release date,,,,,,,
Addie no Okurimono To Moze from Addie,PS,Puzzle,Omega,6,8,8,182,1.3,4.37,2.56,6.43,14.66,1.86,2000,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Addie no Okurimono To Moze from Addie PS release date,,,,,,,
ADK Tamashii,PS2,Fighting,Ubisoft,2,10,2,116,7.44,2.9,5.78,5.42,21.54,3.29,2008,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=ADK Tamashii PS2 release date,,,,,,,
Adr1ft,PC,Adventure,Sony Computer Entertainment,8,2,3,25,4.22,4.18,1.68,4.35,14.43,1.81,2016,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Adr1ft PC release date,,,,,,,
Advanced Battlegrounds The Future of Combat,PC,Shooter,Frontier Developments,4,5,8,198,4.03,4.14,2.51,3.52,14.2,4.07,2004,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Advanced Battlegrounds The Future of Combat PC release date,,,,,,,
Adventure Time Explore the Dungeon Because I Dont Know ,PC,Board Game,Amazon Game Studios,7,5,8,230,7.85,2.6,1.61,3.07,15.13,2.17,2014,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Adventure Time Explore the Dungeon Because I Dont Know  PC release date,,,,,,,
Adventure Time Explore the Dungeon Because I Dont Know ,PS3,Board Game,IBM,6,8,3,9,3,0.02,3.11,0.02,3.2,7.35,2013,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Adventure Time Explore the Dungeon Because I Dont Know  PS3 release date,,,,,,,
Adventure Time Pirates of the Enchiridion,PS4,Adventure,Omega,7,3,4,75,3,0.01,4.79,1.03,5.85,2.16,2018,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Adventure Time Pirates of the Enchiridion PS4 release date,,,,,,,
Adventures in Odyssey 3D CD ROM Interactive Game,PC,Puzzle,Omega,6,2,2,276,6.55,1.44,2.12,4.16,14.27,0.02,2014,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Adventures in Odyssey 3D CD ROM Interactive Game PC release date,,,,,,,
Adventurezator When Pigs Fly,PC,Adventure,Frontier Developments,10,4,6,103,5.91,3.12,2.01,6.02,17.06,4.46,2015,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Adventurezator When Pigs Fly PC release date,,,,,,,
Aerial Strike Low Altitude  High Stakes,PC,Simulation,Activision,4,7,5,224,3.61,4.53,2.14,4.91,15.19,1.4,2005,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Aerial Strike Low Altitude  High Stakes PC release date,,,,,,,
Aerial Strike The Yager Missions,PC,Shooter,Frontier Developments,8,8,4,50,3.75,2.27,2.72,6.44,15.18,3.23,2005,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Aerial Strike The Yager Missions PC release date,,,,,,,
Aero Elite Combat Academy,PS2,Simulation,Omega,2,7,5,242,3,0.04,5.44,0.03,5.58,4.93,2003,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Aero Elite Combat Academy PS2 release date,,,,,,,
AFL Challenge,PS,Sports,Electronic Arts,8,3,8,162,3.06,4.55,5.6,3.41,16.62,5.02,2010,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=AFL Challenge PS release date,,,,,,,
AFL Live 2003,PC,Sports,Electronic Arts,4,8,6,21,5.63,2.56,3.75,6.2,18.14,1.26,2002,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=AFL Live 2003 PC release date,,,,,,,
AFL Live 2003,PS2,Sports,Amazon Game Studios,5,2,5,265,2.74,3.19,4.81,5.61,16.35,4.7,2002,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=AFL Live 2003 PS2 release date,,,,,,,
AFL Live 2004,PS2,Sports,Omega,4,4,4,207,6.02,1.15,4.02,5.85,17.04,1.22,2003,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=AFL Live 2004 PS2 release date,,,,,,,
AFL Live Premiership Edition,PS2,Sports,Electronic Arts,7,2,10,147,5.59,2.34,2.69,6,16.62,1.76,2004,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=AFL Live Premiership Edition PS2 release date,,,,,,,
AFL Live Premiership Edition,PC,Sports,Activision,1,6,3,26,3.34,3.63,2.8,1.16,10.93,1.49,2004,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=AFL Live Premiership Edition PC release date,,,,,,,
Afrika,PS3,Adventure,Omega,7,6,8,71,3,0.12,0.08,1.58,2,5.41,2009,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Afrika PS3 release date,,,,,,,
After Hours Athletes,PS3,Sports,Activision,7,4,1,217,3,6.19,1.8,0.1,8.21,3.33,2011,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=After Hours Athletes PS3 release date,,,,,,,
Agassi Tennis Generation,PS2,Sports,Electronic Arts,8,4,1,187,3,0.04,3.97,0.03,4.13,1.56,2003,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Agassi Tennis Generation PS2 release date,,,,,,,
Agatha Christie And Then There Were None,PC,Adventure,Ubisoft,3,5,4,219,3.89,4.44,4.06,2.64,15.03,5.3,2005,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Agatha Christie And Then There Were None PC release date,,,,,,,
Agatha Christie Death on the Nile,PC,Adventure,Ubisoft,1,6,4,51,3,4.19,5.59,0.01,9.81,6.02,2008,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Agatha Christie Death on the Nile PC release date,,,,,,,
Agatha Christie Double Murder Mystery Pack,PC,Adventure,Omega,1,5,4,146,3.04,7.33,4.3,1.97,16.64,2.56,2007,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Agatha Christie Double Murder Mystery Pack PC release date,,,,,,,
Agatha Christie Evil Under the Sun,PC,Adventure,Electronic Arts,8,1,8,109,5.35,2.17,3.18,6.42,17.12,2.28,2007,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Agatha Christie Evil Under the Sun PC release date,,,,,,,
Agatha Christie Murder on the Orient Express,PC,Adventure,Activision,4,6,10,182,1.21,7.46,4.4,6.7,19.77,5.05,2006,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Agatha Christie Murder on the Orient Express PC release date,,,,,,,
Agatha Christie Peril at End House,PC,Adventure,Electronic Arts,9,5,1,162,3,1.55,4.47,0.01,6.04,2.27,2009,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Agatha Christie Peril at End House PC release date,,,,,,,
Agatha Christie The ABC Murders,PS4,Adventure,Sony Computer Entertainment,6,8,8,1,3.19,2.33,2.7,4.79,13.01,6.99,2016,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Agatha Christie The ABC Murders PS4 release date,,,,,,,
Agatha Christie The ABC Murders,PC,Adventure,Frontier Developments,6,2,2,113,3,1.32,4.13,0.02,5.49,6.35,2016,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Agatha Christie The ABC Murders PC release date,,,,,,,
Agatha Christie The ABC Murders,DS,Adventure,Activision,2,6,6,130,3,0.08,4.4,0.01,4.59,6.84,2009,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Agatha Christie The ABC Murders DS release date,,,,,,,
Agatha Christie Mysteries,PC,Adventure,Sony Computer Entertainment,3,9,3,53,6.36,3.88,4.32,6.43,20.99,2.28,2008,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Agatha Christie Mysteries PC release date,,,,,,,
Agatha Christies The ABC Murders,PC,Adventure,Sony Computer Entertainment,7,6,5,56,4.24,1.68,4.83,6.98,17.73,2.06,2016,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Agatha Christies The ABC Murders PC release date,,,,,,,
Aggressive Inline,PS2,Sports,Activision,6,8.7,10,117,3,0.17,3.56,0.13,4.21,3.21,2002,"Z-Axis,Ltd.",Sports;Alternative;Skating,85,8.7,1 to 2,,#N/A,May 28 2002,28/5/2002,https://www.google.com/search?q=Aggressive Inline PS2 release date,2002,5,Yes,2,2,Weekday,22
AGON Lost Sword of Toledo,PC,Adventure,Activision,9,7,9,210,6.91,4.1,4.98,5.77,21.76,5.22,2008,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=AGON Lost Sword of Toledo PC release date,,,,,,,
AI The Somnium Files,PS4,Adventure,Ubisoft,7,7,2,176,6.83,1.27,2.9,2.64,13.64,3.46,2019,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=AI The Somnium Files PS4 release date,,,,,,,
